db,above,suppressed_frac,full_mean,full_p50,full_frac_ge2200,mild_mean,mild_frac_le1600,mild_frac_ge2200,mild_frac_2200_2800,mild_frac_gt3200,very_mild_mean,very_mild_frac_2200_2800,very_mild_frac_gt3200
0.02,0.5,0.0012823800974608873,3612.288486736538,3619.807220599359,0.9183765067966145,2525.730662288042,0.051779563719862226,0.7076923076923077,0.44925373134328356,0.08243398392652124,2156.0668961793194,0.4174302586031358,0.03868865811443698
0.02,0.55,0.003270069248525263,3612.964433177933,3619.807220599359,0.9183765067966145,2527.926385181268,0.050975889781859934,0.7076923076923077,0.44925373134328356,0.08243398392652124,2159.9611634161347,0.4174302586031358,0.03868865811443698
0.02,0.6,0.0021800461656835087,3613.1669690845756,3619.807220599359,0.9183765067966145,2528.651700910315,0.050975889781859934,0.7076923076923077,0.44925373134328356,0.08243398392652124,2161.24756129844,0.4174302586031358,0.03868865811443698
0.03,0.2,0.050237240318030264,3593.3952888702956,3612.9322205993617,0.9087265965632213,2476.8865292144474,0.08702640642939151,0.673134328358209,0.4204362801377727,0.08243398392652124,2087.8090161370483,0.3748727346772551,0.03868865811443698
0.03,0.25,0.009361374711464478,3601.5589028125833,3615.300028324126,0.9147858425237241,2494.4453006086837,0.07554535017221585,0.694833524684271,0.44190585533869114,0.08243398392652124,2111.4487599048753,0.3989004276114844,0.03868865811443698
0.03,0.3,0.0012823800974608873,3604.7628390849386,3615.300028324126,0.9154911515773275,2504.099850497472,0.06153846153846154,0.6973593570608496,0.4443168771526981,0.08243398392652124,2125.056411166927,0.3991040521278762,0.03868865811443698
0.03,0.35,0.002981533726596563,3607.96886455942,3615.300028324126,0.916869710182098,2513.8319650554513,0.06142365097588978,0.7022962112514352,0.44925373134328356,0.08243398392652124,2138.8737025128844,0.40785990633272245,0.03868865811443698
0.03,0.4,0.004263913824057451,3610.625408022643,3619.807220599359,0.9183765067966145,2521.7416262265187,0.06130884041331802,0.7076923076923077,0.44925373134328356,0.08243398392652124,2148.992063335527,0.4174302586031358,0.03868865811443698
0.03,0.45,0.002757117209540908,3611.6675346992224,3619.807220599359,0.9183765067966145,2523.746880893331,0.05970149253731343,0.7076923076923077,0.44925373134328356,0.08243398392652124,2152.548521928061,0.4174302586031358,0.03868865811443698
0.03,0.5,0.0012823800974608873,3612.288486736538,3619.807220599359,0.9183765067966145,2525.730662288042,0.051779563719862226,0.7076923076923077,0.44925373134328356,0.08243398392652124,2156.0668961793194,0.4174302586031358,0.03868865811443698
0.03,0.55,0.003270069248525263,3612.964433177933,3619.807220599359,0.9183765067966145,2527.926385181268,0.050975889781859934,0.7076923076923077,0.44925373134328356,0.08243398392652124,2159.9611634161347,0.4174302586031358,0.03868865811443698
0.03,0.6,0.0021800461656835087,3613.1669690845756,3619.807220599359,0.9183765067966145,2528.651700910315,0.050975889781859934,0.7076923076923077,0.44925373134328356,0.08243398392652124,2161.24756129844,0.4174302586031358,0.03868865811443698
0.04,0.2,0.0645998974095922,3595.48459299956,3615.300028324126,0.9093036676070787,2478.940781728799,0.08633754305396096,0.6752009184845006,0.4225028702640643,0.08243398392652124,2091.452375819394,0.37853797597230704,0.03868865811443698
0.04,0.25,0.009361374711464478,3601.5589028125833,3615.300028324126,0.9147858425237241,2494.4453006086837,0.07554535017221585,0.694833524684271,0.44190585533869114,0.08243398392652124,2111.4487599048753,0.3989004276114844,0.03868865811443698
0.04,0.3,0.001923570146191331,3604.8523617158744,3615.300028324126,0.9154911515773275,2504.3605976846134,0.06153846153846154,0.6973593570608496,0.4443168771526981,0.08243398392652124,2125.5188644351,0.3991040521278762,0.03868865811443698
0.04,0.35,0.0033983072582713515,3608.0270178871965,3615.300028324126,0.916869710182098,2513.8319650554513,0.06142365097588978,0.7022962112514352,0.44925373134328356,0.08243398392652124,2138.8737025128844,0.40785990633272245,0.03868865811443698
0.04,0.4,0.004263913824057451,3610.625408022643,3619.807220599359,0.9183765067966145,2521.7416262265187,0.06130884041331802,0.7076923076923077,0.44925373134328356,0.08243398392652124,2148.992063335527,0.4174302586031358,0.03868865811443698
0.04,0.45,0.002757117209540908,3611.6675346992224,3619.807220599359,0.9183765067966145,2523.746880893331,0.05970149253731343,0.7076923076923077,0.44925373134328356,0.08243398392652124,2152.548521928061,0.4174302586031358,0.03868865811443698
0.04,0.5,0.0012823800974608873,3612.288486736538,3619.807220599359,0.9183765067966145,2525.730662288042,0.051779563719862226,0.7076923076923077,0.44925373134328356,0.08243398392652124,2156.0668961793194,0.4174302586031358,0.03868865811443698
0.04,0.55,0.003270069248525263,3612.964433177933,3619.807220599359,0.9183765067966145,2527.926385181268,0.050975889781859934,0.7076923076923077,0.44925373134328356,0.08243398392652124,2159.9611634161347,0.4174302586031358,0.03868865811443698
0.04,0.6,0.0021800461656835087,3613.1669690845756,3619.807220599359,0.9183765067966145,2528.651700910315,0.050975889781859934,0.7076923076923077,0.44925373134328356,0.08243398392652124,2161.24756129844,0.4174302586031358,0.03868865811443698
0.05,0.2,0.06668376506796614,3595.152997558421,3615.300028324126,0.9091754295973327,2478.728095161635,0.08633754305396096,0.6747416762342135,0.42204362801377726,0.08243398392652124,2091.0751614027786,0.37772347790674,0.03868865811443698
0.05,0.25,0.011509361374711464,3601.2387285691875,3615.300028324126,0.9146576045139779,2494.23261404152,0.07554535017221585,0.6943742824339839,0.44144661308840416,0.08243398392652124,2111.0715454882593,0.3980859295459173,0.03868865811443698
0.05,0.3,0.00455244934598615,3604.6103054432833,3615.300028324126,0.9153629135675815,2504.468566197281,0.06153846153846154,0.6969001148105626,0.44385763490241104,0.08243398392652124,2125.7103541002057,0.3982895540623091,0.03868865811443698
0.05,0.35,0.011124647345473198,3608.723093750252,3615.300028324126,0.9182482687868684,2517.2995452300124,0.06142365097588978,0.7072330654420207,0.4541905855338691,0.08243398392652124,2145.0236970802694,0.4166157605375687,0.03868865811443698
0.05,0.4,0.006347781482431393,3610.2938125815044,3619.807220599359,0.9182482687868684,2521.528939659355,0.06130884041331802,0.7072330654420207,0.4487944890929966,0.08243398392652124,2148.6148489189113,0.4166157605375687,0.03868865811443698
0.05,0.45,0.00484098486791485,3611.3359392580837,3619.807220599359,0.9182482687868684,2523.534194326167,0.05970149253731343,0.7072330654420207,0.4487944890929966,0.08243398392652124,2152.171307511445,0.4166157605375687,0.03868865811443698
0.05,0.5,0.0037189022826365735,3612.0197078829856,3619.807220599359,0.9182482687868684,2525.517975720878,0.051779563719862226,0.7072330654420207,0.4487944890929966,0.08243398392652124,2155.689681762704,0.4166157605375687,0.03868865811443698
0.05,0.55,0.005353936906899205,3612.632837736794,3619.807220599359,0.9182482687868684,2527.713698614104,0.050975889781859934,0.7072330654420207,0.4487944890929966,0.08243398392652124,2159.5839489995187,0.4166157605375687,0.03868865811443698
0.05,0.6,0.004263913824057451,3612.835373643437,3619.807220599359,0.9182482687868684,2528.439014343151,0.050975889781859934,0.7072330654420207,0.4487944890929966,0.08243398392652124,2160.870346881824,0.4166157605375687,0.03868865811443698
0.06,0.2,0.08159143370094896,3593.313999065814,3615.300028324126,0.9090792510900231,2477.220876424551,0.08633754305396096,0.6743972445464983,0.42215843857634905,0.08243398392652124,2089.2930565768775,0.37731622887395644,0.03868865811443698
0.06,0.25,0.023371377276224674,3598.8325164287176,3615.300028324126,0.9145614260066683,2492.725395304436,0.07554535017221585,0.6940298507462687,0.4415614236509759,0.08243398392652124,2109.289440662359,0.39767868051313376,0.03868865811443698
0.06,0.3,0.018113618876635033,3602.587464840387,3615.300028324126,0.9166452936650423,2504.33426651875,0.06153846153846154,0.7014925373134329,0.4489092996555683,0.08243398392652124,2126.363216694382,0.4066381592343718,0.03868865811443698
0.06,0.35,0.025711720954090793,3606.899362694676,3615.300028324126,0.9181520902795589,2517.8782909016545,0.06142365097588978,0.7068886337543054,0.44925373134328356,0.08243398392652124,2143.2415922543687,0.41620851150478516,0.03868865811443698
0.06,0.4,0.0182097973839446,3607.8876004410345,3615.300028324126,0.9181520902795589,2520.0217209222715,0.06130884041331802,0.7068886337543054,0.4489092996555683,0.08243398392652124,2146.8327440930107,0.41620851150478516,0.03868865811443698
0.06,0.45,0.01670300076942806,3608.9297271176138,3615.300028324126,0.9181520902795589,2522.026975589083,0.05970149253731343,0.7068886337543054,0.4489092996555683,0.08243398392652124,2150.3892026855438,0.41620851150478516,0.03868865811443698
0.06,0.5,0.01756860733521416,3610.056069043362,3615.300028324126,0.9181520902795589,2525.5956876841383,0.050975889781859934,0.7068886337543054,0.4489092996555683,0.08243398392652124,2156.7185617464143,0.41620851150478516,0.03868865811443698
0.06,0.55,0.018113618876635033,3610.429161502967,3615.300028324126,0.9181520902795589,2526.931795606067,0.050975889781859934,0.7068886337543054,0.4489092996555683,0.08243398392652124,2159.0882420559233,0.41620851150478516,0.03868865811443698
0.06,0.6,0.01612592972557066,3610.429161502967,3615.300028324126,0.9181520902795589,2526.931795606067,0.050975889781859934,0.7068886337543054,0.4489092996555683,0.08243398392652124,2159.0882420559233,0.41620851150478516,0.03868865811443698
0.07,0.2,0.08508591946652988,3594.047942009361,3615.300028324126,0.9092074890997691,2479.2073074463647,0.08633754305396096,0.6748564867967853,0.4235361653272101,0.08243398392652124,2089.3468577986246,0.3775198533903482,0.03868865811443698
0.07,0.25,0.023724031803026416,3598.751902143003,3615.300028324126,0.9145614260066683,2492.4367017567893,0.07554535017221585,0.6940298507462687,0.44270952927669344,0.08243398392652124,2109.289440662359,0.39767868051313376,0.03868865811443698
0.07,0.3,0.01846627340343678,3602.5068505546724,3615.300028324126,0.9166452936650423,2504.0455729711034,0.06153846153846154,0.7014925373134329,0.4500574052812859,0.08243398392652124,2126.363216694382,0.4066381592343718,0.03868865811443698
0.07,0.35,0.026320851500384716,3606.8849915995224,3615.300028324126,0.9181520902795589,2517.7082114527448,0.06142365097588978,0.7068886337543054,0.4500574052812859,0.08243398392652124,2143.2415922543687,0.41620851150478516,0.03868865811443698
0.07,0.4,0.019171582457040266,3607.96612151054,3615.300028324126,0.9181520902795589,2519.7330273746247,0.06130884041331802,0.7068886337543054,0.4500574052812859,0.08243398392652124,2146.8327440930107,0.41620851150478516,0.03868865811443698
0.07,0.45,0.017055655296229804,3608.8491128318997,3615.300028324126,0.9181520902795589,2521.7382820414364,0.05970149253731343,0.7068886337543054,0.4500574052812859,0.08243398392652124,2150.3892026855438,0.41620851150478516,0.03868865811443698
0.07,0.5,0.0179212618620159,3609.975454757648,3615.300028324126,0.9181520902795589,2525.3069941364915,0.050975889781859934,0.7068886337543054,0.4500574052812859,0.08243398392652124,2156.7185617464143,0.41620851150478516,0.03868865811443698
0.07,0.55,0.01846627340343678,3610.348547217253,3615.300028324126,0.9181520902795589,2526.6431020584205,0.050975889781859934,0.7068886337543054,0.4500574052812859,0.08243398392652124,2159.0882420559233,0.41620851150478516,0.03868865811443698
0.07,0.6,0.016478584252372402,3610.348547217253,3615.300028324126,0.9181520902795589,2526.6431020584205,0.050975889781859934,0.7068886337543054,0.4500574052812859,0.08243398392652124,2159.0882420559233,0.41620851150478516,0.03868865811443698
0.08,0.2,0.09701205437291613,3593.5743085874624,3615.300028324126,0.9123493203385483,2482.716647147857,0.08633754305396096,0.6861079219288174,0.43478760045924225,0.08243398392652124,2095.5709157908873,0.397475055996742,0.03868865811443698
0.08,0.25,0.030713003334188253,3596.8272008575495,3615.300028324126,0.9145614260066683,2492.4367017567893,0.07554535017221585,0.6940298507462687,0.44270952927669344,0.08243398392652124,2109.289440662359,0.39767868051313376,0.03868865811443698
0.08,0.3,0.025455244934598616,3600.5821492692194,3615.300028324126,0.9166452936650423,2504.0455729711034,0.06153846153846154,0.7014925373134329,0.4500574052812859,0.08243398392652124,2126.363216694382,0.4066381592343718,0.03868865811443698
0.08,0.35,0.03330982303154655,3604.9602903140694,3615.300028324126,0.9181520902795589,2517.7082114527448,0.06142365097588978,0.7068886337543054,0.4500574052812859,0.08243398392652124,2143.2415922543687,0.41620851150478516,0.03868865811443698
0.08,0.4,0.027026160553988203,3606.293255990667,3615.300028324126,0.9181520902795589,2519.7330273746247,0.06130884041331802,0.7068886337543054,0.4500574052812859,0.08243398392652124,2146.8327440930107,0.41620851150478516,0.03868865811443698
0.08,0.45,0.024044626827391637,3606.9244115464467,3615.300028324126,0.9181520902795589,2521.7382820414364,0.05970149253731343,0.7068886337543054,0.4500574052812859,0.08243398392652124,2150.3892026855438,0.41620851150478516,0.03868865811443698
0.08,0.5,0.024910233393177737,3608.0507534721946,3615.300028324126,0.9181520902795589,2525.3069941364915,0.050975889781859934,0.7068886337543054,0.4500574052812859,0.08243398392652124,2156.7185617464143,0.41620851150478516,0.03868865811443698
0.08,0.55,0.025455244934598616,3608.4238459318,3615.300028324126,0.9181520902795589,2526.6431020584205,0.050975889781859934,0.7068886337543054,0.4500574052812859,0.08243398392652124,2159.0882420559233,0.41620851150478516,0.03868865811443698
0.08,0.6,0.02346755578353424,3608.4238459318,3615.300028324126,0.9181520902795589,2526.6431020584205,0.050975889781859934,0.7068886337543054,0.4500574052812859,0.08243398392652124,2159.0882420559233,0.41620851150478516,0.03868865811443698
0.09,0.2,0.12140933572710952,3585.7019663263,3615.300028324126,0.9118043087971275,2471.163228996783,0.08633754305396096,0.6841561423650976,0.4551090700344432,0.08220436280137773,2090.784389054988,0.39401343921808185,0.03868865811443698
0.09,0.25,0.05575147473711208,3589.1540247256557,3615.300028324126,0.9140164144652475,2481.4712408961855,0.07428243398392652,0.6920780711825488,0.46303099885189436,0.08220436280137773,2105.5456970663495,0.3942170637344736,0.03868865811443698
0.09,0.3,0.05026929982046679,3592.8471473068516,3615.300028324126,0.9161002821236215,2492.492154820029,0.06153846153846154,0.699540757749713,0.4703788748564868,0.08220436280137773,2121.5766899584833,0.40317654245571166,0.03868865811443698
0.09,0.35,0.057707104385739935,3597.0879480529065,3615.300028324126,0.917607078738138,2506.1547933016705,0.06142365097588978,0.7049368541905855,0.4703788748564868,0.08220436280137773,2138.45506551847,0.412746894726125,0.03868865811443698
0.09,0.4,0.051423441908181586,3598.420913729505,3615.300028324126,0.917607078738138,2508.1796092235495,0.06130884041331802,0.7049368541905855,0.4703788748564868,0.08220436280137773,2142.0462173571113,0.412746894726125,0.03868865811443698
0.09,0.45,0.048441908181585024,3599.052069285284,3615.300028324126,0.917607078738138,2510.1848638903616,0.05970149253731343,0.7049368541905855,0.4703788748564868,0.08220436280137773,2145.6026759496453,0.412746894726125,0.03868865811443698
0.09,0.5,0.04930751474737112,3600.178411211032,3615.300028324126,0.917607078738138,2513.753575985417,0.050975889781859934,0.7049368541905855,0.4703788748564868,0.08220436280137773,2151.932035010515,0.412746894726125,0.03868865811443698
0.09,0.55,0.049852526288792,3600.551503670637,3615.300028324126,0.917607078738138,2515.0896839073457,0.050975889781859934,0.7049368541905855,0.4703788748564868,0.08220436280137773,2154.3017153200244,0.412746894726125,0.03868865811443698
0.09,0.6,0.04786483713772762,3600.551503670637,3615.300028324126,0.917607078738138,2515.0896839073457,0.050975889781859934,0.7049368541905855,0.4703788748564868,0.08220436280137773,2154.3017153200244,0.412746894726125,0.03868865811443698
0.1,0.2,0.1436586304180559,3578.0024675141894,3590.999987125396,0.9112913567581431,2459.1230898536064,0.1113662456946039,0.6823191733639495,0.45729047072330653,0.08220436280137773,2071.8351003689645,0.39095907147220527,0.03868865811443698
0.1,0.25,0.0784816619646063,3581.6076960583136,3590.999987125396,0.9135034624262631,2470.0789669361707,0.09931113662456946,0.6902411021814007,0.46521239954075777,0.08220436280137773,2087.7454423337645,0.39116269598859704,0.03868865811443698
0.1,0.3,0.07809694793536805,3587.207468343764,3590.999987125396,0.9170941266991536,2487.9279196172006,0.08656716417910448,0.7030998851894374,0.4779563719862227,0.08220436280137773,2115.8864367683723,0.40969252698024844,0.03868865811443698
0.1,0.35,0.07989228007181329,3589.3607106350732,3590.999987125396,0.9170941266991536,2494.114654158494,0.08645235361653272,0.7030998851894374,0.4725602755453502,0.08220436280137773,2119.505776832446,0.40969252698024844,0.03868865811443698
0.1,0.4,0.07360861759425494,3590.6936763116714,3590.999987125396,0.9170941266991536,2496.1394700803735,0.08633754305396096,0.7030998851894374,0.4725602755453502,0.08220436280137773,2123.096928671088,0.40969252698024844,0.03868865811443698
0.1,0.45,0.07097973839446012,3591.4546528151295,3590.999987125396,0.9170941266991536,2498.1447247471856,0.08473019517795637,0.7030998851894374,0.4725602755453502,0.08220436280137773,2126.6533872636214,0.40969252698024844,0.03868865811443698
0.1,0.5,0.07149269043344447,3592.451173793199,3590.999987125396,0.9170941266991536,2501.713436842241,0.07600459242250288,0.7030998851894374,0.4725602755453502,0.08220436280137773,2132.982746324491,0.40969252698024844,0.03868865811443698
0.1,0.55,0.07203770197486535,3592.8242662528037,3590.999987125396,0.9170941266991536,2503.0495447641697,0.07600459242250288,0.7030998851894374,0.4725602755453502,0.08220436280137773,2135.3524266340005,0.40969252698024844,0.03868865811443698
0.1,0.6,0.07005001282380098,3592.8242662528037,3590.999987125396,0.9170941266991536,2503.0495447641697,0.07600459242250288,0.7030998851894374,0.4725602755453502,0.08220436280137773,2135.3524266340005,0.40969252698024844,0.03868865811443698
0.11,0.2,0.14689664016414467,3576.687056943501,3590.999987125396,0.9112913567581431,2454.7272127452866,0.1113662456946039,0.6823191733639495,0.4644087256027555,0.08208955223880597,2068.507246650075,0.3921808185705559,0.038485033598045205
0.11,0.25,0.08341882533983072,3580.9984962147346,3590.999987125396,0.9148820210310336,2468.2121512515014,0.09931113662456946,0.6951779563719862,0.4772675086107922,0.08208955223880597,2088.9030549150175,0.40114029729179396,0.038485033598045205
0.11,0.3,0.08406001538856117,3586.9922998223183,3590.999987125396,0.9170941266991536,2487.4721975031403,0.08656716417910448,0.7030998851894374,0.48002296211251433,0.08208955223880597,2112.558583049483,0.41091427407859904,0.038485033598045205
0.11,0.35,0.08313028981790202,3588.0453000643847,3590.999987125396,0.9170941266991536,2489.718777050174,0.08645235361653272,0.7030998851894374,0.4796785304247991,0.08208955223880597,2116.177923113557,0.41091427407859904,0.038485033598045205
0.11,0.4,0.07684662734034368,3589.378265740983,3590.999987125396,0.9170941266991536,2491.743592972054,0.08633754305396096,0.7030998851894374,0.4796785304247991,0.08208955223880597,2119.7690749521985,0.41091427407859904,0.038485033598045205
0.11,0.45,0.07620543729161323,3590.9594764839894,3590.999987125396,0.9170941266991536,2496.686246766306,0.07921928817451206,0.7030998851894374,0.4796785304247991,0.08208955223880597,2128.5352151574384,0.41091427407859904,0.038485033598045205
0.11,0.5,0.07562836624775583,3591.508855682115,3590.999987125396,0.9170941266991536,2498.65366765585,0.07600459242250288,0.7030998851894374,0.4796785304247991,0.08208955223880597,2132.024572915111,0.41091427407859904,0.038485033598045205
0.11,0.55,0.0752757117209541,3591.508855682115,3590.999987125396,0.9170941266991536,2498.65366765585,0.07600459242250288,0.7030998851894374,0.4796785304247991,0.08208955223880597,2132.024572915111,0.41091427407859904,0.038485033598045205
0.11,0.6,0.07328802256988971,3591.508855682115,3590.999987125396,0.9170941266991536,2498.65366765585,0.07600459242250288,0.7030998851894374,0.4796785304247991,0.08208955223880597,2132.024572915111,0.41091427407859904,0.038485033598045205
0.12,0.2,0.16709412669915363,3568.0463550755285,3590.999987125396,0.9107463452167223,2451.060596074788,0.1113662456946039,0.6803673938002296,0.46854190585533867,0.08185993111366245,2066.8010624725425,0.3889228263082875,0.03828140908165343
0.12,0.25,0.1036163118748397,3572.357794346762,3590.999987125396,0.9143370094896127,2464.545534581003,0.09931113662456946,0.6932261768082664,0.48140068886337545,0.08185993111366245,2087.1968707374845,0.39788230502952554,0.03828140908165343
0.12,0.3,0.10451397794306233,3578.466571588611,3590.999987125396,0.9165491151577327,2484.0114509589334,0.08656716417910448,0.7011481056257176,0.4838117106773823,0.08185993111366245,2110.85239887195,0.4076562818163307,0.03828140908165343
0.12,0.35,0.10393690689920493,3579.680249355297,3590.999987125396,0.9165491151577327,2486.0521603796756,0.08645235361653272,0.7011481056257176,0.4838117106773823,0.08185993111366245,2114.4717389360235,0.4076562818163307,0.03828140908165343
0.12,0.4,0.09704411387535265,3580.7375638730105,3590.999987125396,0.9165491151577327,2488.076976301555,0.08633754305396096,0.7011481056257176,0.4838117106773823,0.08185993111366245,2118.062890774666,0.4076562818163307,0.03828140908165343
0.12,0.45,0.09640292382662222,3582.318774616017,3590.999987125396,0.9165491151577327,2493.0196300958064,0.07921928817451206,0.7011481056257176,0.4838117106773823,0.08185993111366245,2126.8290309799054,0.4076562818163307,0.03828140908165343
0.12,0.5,0.09582585278276481,3582.8681538141427,3590.999987125396,0.9165491151577327,2494.9870509853513,0.07600459242250288,0.7011481056257176,0.4838117106773823,0.08185993111366245,2130.318388737578,0.4076562818163307,0.03828140908165343
0.12,0.55,0.09547319825596307,3582.8681538141427,3590.999987125396,0.9165491151577327,2494.9870509853513,0.07600459242250288,0.7011481056257176,0.4838117106773823,0.08185993111366245,2130.318388737578,0.4076562818163307,0.03828140908165343
0.12,0.6,0.0934855091048987,3582.8681538141427,3590.999987125396,0.9165491151577327,2494.9870509853513,0.07600459242250288,0.7011481056257176,0.4838117106773823,0.08185993111366245,2130.318388737578,0.4076562818163307,0.03828140908165343
0.13,0.2,0.21438189279302386,3546.592997412366,3566.700010299682,0.9107463452167223,2449.136321065088,0.1113662456946039,0.6803673938002296,0.47210103329506314,0.08013777267508611,2066.8010624725425,0.3889228263082875,0.03828140908165343
0.13,0.25,0.15090407796870992,3550.9044366836,3566.700010299682,0.9143370094896127,2462.621259571303,0.09931113662456946,0.6932261768082664,0.48495981630309987,0.08013777267508611,2087.1968707374845,0.39788230502952554,0.03828140908165343
0.13,0.3,0.15180174403693256,3557.013213925449,3566.700010299682,0.9165491151577327,2482.0871759492334,0.08656716417910448,0.7011481056257176,0.4873708381171068,0.08013777267508611,2110.85239887195,0.4076562818163307,0.03828140908165343
0.13,0.35,0.15209027955886126,3558.645704456848,3566.700010299682,0.9165491151577327,2484.127885369976,0.08645235361653272,0.7011481056257176,0.4873708381171068,0.08013777267508611,2114.4717389360235,0.4076562818163307,0.03828140908165343
